,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,overfit_factor
0,0.010470247268676758,0.0013437901550459631,0.0019905567169189453,0.0003037935859303559,1,1,10,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 10}",0.6006084311169058,0.5975662755323772,0.5856149500217296,0.5459051724137931,0.5286637931034484,0.5716717244376508,0.029037464318954508,4627,0.6547116736990156,0.6851942010169858,0.6476793248945146,0.6504675430275105,0.6498848082395988,0.6575875101755251,0.013989978552671013,1.1502886745402512
1,0.02153191566467285,0.0028535477958647076,0.002564668655395508,0.0004236056907740656,1,1,20,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 20}",0.5867014341590614,0.6003911342894394,0.6210343328987398,0.5221982758620689,0.5512931034482759,0.5763236561315171,0.03533290748182209,4584,0.6451503840744347,0.6781348047170832,0.694201016985827,0.6491665537335682,0.6496815286624203,0.6632668576346666,0.019439981547597168,1.1508582904382967
2,0.030873966217041016,0.004823141701923947,0.0035370349884033202,0.0007678463111978184,1,1,30,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 30}",0.6269013472403303,0.6686223381138635,0.6521077792264233,0.5431034482758621,0.5614224137931034,0.6104314653299164,0.04965742409442859,4413,0.6708725522016661,0.6850319160445743,0.7098750405712431,0.6563762027374983,0.711641143786421,0.6867593710682804,0.02159605900410342,1.125039271521024
3,0.03818960189819336,0.0025205599887323862,0.004149580001831054,0.0008516851554364967,1,1,40,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 40}",0.6021295089091699,0.6282051282051282,0.6179921773142112,0.5476293103448276,0.6101293103448276,0.601217087023633,0.02814842115882416,4483,0.6817591691009413,0.7012333657903278,0.6736584442280644,0.6667299092017888,0.6960834801463613,0.6838928736934967,0.01306267310900579,1.1375140335401244
4,0.049777793884277347,0.005253171231492621,0.005165576934814453,0.0010145698178781254,1,1,50,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 50}",0.5871360278139939,0.612342459800087,0.6718817905258584,0.5271551724137932,0.5877155172413793,0.5972461935590223,0.046699400588576474,4492,0.6722790219625663,0.686979335713513,0.6657605755707022,0.7009892939422687,0.6761756335546822,0.6804367721487464,0.012371808487747955,1.1392902616825182
5,0.05781741142272949,0.004720339149060429,0.005985832214355469,0.001168667160583182,1,1,60,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 60}",0.6323337679269883,0.658843980877879,0.6153846153846153,0.540948275862069,0.6008620689655173,0.6096745418034137,0.03940720369546329,4422,0.682976306394028,0.6750108189981607,0.6732256843016338,0.6791028594660523,0.6914622577585039,0.6803555853836757,0.006499195169188141,1.1159324175997047
6,0.06911554336547851,0.002448589049898197,0.007312631607055664,0.00020508148083822023,1,1,70,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 70}",0.5588874402433724,0.6223381138635375,0.6214689265536723,0.5086206896551724,0.5801724137931035,0.5782975168217717,0.04251698804353718,4562,0.6838283024991887,0.7053851563345235,0.6812182191929028,0.6661471744138774,0.6815557663640062,0.6836269237608997,0.012562598664428158,1.182137055538473
7,0.08807096481323243,0.005212559078838766,0.007075738906860351,0.001040547316435658,1,1,80,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 80}",0.5945241199478488,0.662755323772273,0.6427640156453716,0.5426724137931035,0.584051724137931,0.6053535194593056,0.04288234076750458,4460,0.6785269934004111,0.6673158065563128,0.6804067943308449,0.6915435695893752,0.6757419704567015,0.6787070268667292,0.007826236774165048,1.1211746608377566
8,0.08761076927185059,0.007543698373853654,0.007752084732055664,0.0015835331170349798,1,1,90,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 90}",0.6116905693176881,0.6384180790960452,0.6271186440677966,0.5672413793103448,0.5745689655172412,0.6038075274618233,0.028268064970799745,4472,0.6783511846802988,0.7072243860218542,0.6817726928486422,0.6942810678953787,0.6757961783439491,0.6874851019580246,0.011734696300281662,1.1385831919783278
9,0.09816999435424804,0.006311639121564392,0.0085540771484375,0.0014499708621944158,1,1,100,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 100}",0.5980008691873098,0.6345067362016514,0.6279878313776618,0.5620689655172414,0.5599137931034484,0.5964956390774626,0.03150331635059829,4493,0.6779049010061667,0.7134588337119983,0.676782429946987,0.6696300311695351,0.6870985228350726,0.6849749437339521,0.015286665459884176,1.1483318550213228
10,0.10570435523986817,0.0036075550468374885,0.007985925674438477,0.0009240362095247154,1,1,110,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 110}",0.5732290308561495,0.6505867014341591,0.6210343328987398,0.5469827586206897,0.5741379310344829,0.5931941509688441,0.037326180894539825,4497,0.6908471275559883,0.6991912798874824,0.6845450611273396,0.6803902967881827,0.6784117089036455,0.6866770948525277,0.007568090940629415,1.1575924909761854
11,0.12271137237548828,0.00436627193532638,0.009642839431762695,0.00204943716940123,1,1,120,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 120}",0.6101694915254237,0.6075619295958279,0.6271186440677966,0.5340517241379312,0.5737068965517241,0.5905217371757406,0.033128046246243804,4504,0.6841393486963108,0.6983392837823218,0.6902791301525478,0.6831820029814338,0.6795636265076569,0.6871006784240541,0.006593048587121537,1.1635484947772063
12,0.13266291618347167,0.005327094706369999,0.010782814025878907,0.002053197518891433,1,1,130,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 130}",0.5710560625814863,0.651890482398957,0.6262494567579313,0.5383620689655173,0.5784482758620689,0.5932012693131922,0.040625128474234315,4496,0.6908200800605864,0.6942145407335281,0.6775938548090445,0.6869630031169535,0.6963274156389755,0.6891837788718175,0.006607204817242081,1.1618042889047655
13,0.1373286724090576,0.0061366276905449125,0.010352563858032227,0.0011544294900709808,1,1,140,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 140}",0.5845284658843981,0.6284224250325945,0.6210343328987395,0.5478448275862069,0.5780172413793103,0.5919694585562498,0.02956552546398502,4499,0.6849507735583684,0.7205858487504057,0.6784323271665044,0.6652527442742918,0.6748746442607401,0.684819267602062,0.018983166213895387,1.1568489855410158
14,0.1525493621826172,0.006420031172425501,0.012965917587280273,0.0017350394027626063,1,1,150,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 150}",0.5827900912646675,0.6466753585397654,0.6366797044763147,0.5349137931034482,0.5939655172413794,0.599004892925115,0.040219022598408115,4488,0.6803256518446391,0.6894136102996863,0.6886833279238342,0.6691421601843068,0.7006911505624068,0.6856511801629747,0.010492468753525691,1.1446503830957717
15,0.010218620300292969,0.0016172173027406422,0.0017938613891601562,0.000359801205412336,1,2,10,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 10}",0.56671012603216,0.6249456757931334,0.6192959582790092,0.5422413793103449,0.5665948275862069,0.5839575934001708,0.032459224315659646,4523,0.6470707562479715,0.6291382667964946,0.6312614951855458,0.6539775037267923,0.6794552107331615,0.6481806465379931,0.01823076347291785,1.1099789674176082
16,0.022351455688476563,0.0009853040063713854,0.002191495895385742,0.00028129405207890523,1,2,20,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 20}",0.576923076923077,0.6592785745328118,0.653194263363755,0.4920258620689655,0.5566810344827585,0.5876205622742735,0.06268144586009675,4511,0.6904684626203613,0.682935735150925,0.7271313426376718,0.6488684103537065,0.6664453177937391,0.6831698537112807,0.02623827787871465,1.1626037235102902
