,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,overfit_factor
10,0.1222261905670166,0.00594326593862462,0.010580825805664062,0.0014844353339553877,1,1,110,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 110}",0.5980008691873098,0.5197740112994351,0.6184792219274977,0.632183908045977,0.6229000884173297,0.5982676197755099,0.04080906691032649,4596,0.7217453505007153,0.7256245185429735,0.7758601797063336,0.7803802323033093,0.7359193513039667,0.7479059264714597,0.025141740877761894,1.2501193475122372
11,0.12774643898010254,0.00875122949398466,0.010223817825317384,0.0019060265453211703,1,1,120,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 120}",0.6045197740112995,0.5449804432855281,0.6047745358090185,0.623342175066313,0.6224580017683466,0.6000149859881012,0.028703985882507943,4576,0.7173159458567184,0.7949818421921426,0.7630944554021478,0.7515066841989919,0.747808459346921,0.7549414773993843,0.025092071408255957,1.2582043699394458
12,0.1349867820739746,0.004267727597588338,0.012161779403686523,0.0006245147456473441,1,1,130,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 130}",0.6701434159061277,0.5384615384615385,0.6118479221927497,0.6061007957559681,0.6295313881520778,0.6112170120936924,0.04272626849440674,4391,0.7625453945196434,0.7485143611753053,0.7738877931185624,0.7696964716195486,0.7618343195266273,0.7632956679919374,0.008652732315344398,1.2488128649713257
13,0.14169020652770997,0.006680822027844437,0.013015365600585938,0.0013964676949782004,1,1,140,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 140}",0.5819209039548023,0.5510647544545849,0.5884173297966401,0.6091954022988506,0.636604774535809,0.5934406330081373,0.02851318531846901,4644,0.7281005832507979,0.7848850005502366,0.7964332675871137,0.7570129300898532,0.7716688582073198,0.7676201279370642,0.023744355615696513,1.2935078679159784
14,0.15952143669128419,0.008493533194520756,0.014130926132202149,0.0016775024458722718,1,1,150,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 150}",0.6045197740112995,0.5406345067362017,0.6025641025641025,0.6118479221927497,0.6277630415561449,0.5974658694120997,0.029766811777809044,4607,0.7521459227467812,0.7344558160008803,0.7686280955511725,0.7860234494849879,0.7510683760683761,0.7584643319704396,0.01751478430463351,1.2694688865102215
15,0.011011648178100585,0.0015430237541097466,0.001907682418823242,0.0003914456285472857,1,2,10,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 10}",0.540199913081269,0.5128205128205128,0.5389036251105217,0.6206896551724138,0.615605658709107,0.5656438729787648,0.043997639710339306,4720,0.6227852976780015,0.6622785297678002,0.7010053692746,0.6559281174665789,0.6298350865658557,0.6543664801505673,0.02771059572275434,1.1568524144079844
16,0.02183060646057129,0.003369992099870222,0.002603435516357422,0.0005236891437748274,1,2,20,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 20}",0.5069534984789221,0.5141242937853108,0.6319628647214854,0.6160477453580901,0.6861184792219275,0.5910413763131472,0.06975177558621715,4665,0.6766397050731814,0.6966408055463849,0.6975126013587553,0.6699950690335306,0.7080456936226167,0.6897667749268936,0.014174690893511381,1.16703635747058
17,0.030879402160644533,0.0038968653685382032,0.0030432224273681642,0.0005425137185254705,1,2,30,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 30}",0.6503694046066927,0.44697957409821815,0.6151635720601238,0.6396993810786914,0.5881962864721486,0.588081643663175,0.07373926227382405,4680,0.6937658193023,0.7166831737647188,0.7580539119000658,0.7457812842428226,0.7147024983563445,0.7257973375132504,0.023117207070550906,1.234177848150881
18,0.046001768112182616,0.0022673218309620965,0.00462794303894043,0.0005609741217617163,1,2,40,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 40}",0.6229900043459365,0.5132551064754455,0.5680813439434129,0.6651193633952254,0.6622458001768347,0.606338323667371,0.05828587624967691,4471,0.7133404864091559,0.7337680202487069,0.7032927898312512,0.7068403462634232,0.6923898750821827,0.7099263035669441,0.013719599555201531,1.1708418812669346
19,0.05709099769592285,0.004580264449904767,0.005432844161987305,0.0008034695645107612,1,2,50,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 50}",0.617122990004346,0.4989135158626684,0.602343059239611,0.6394783377541998,0.6710875331564987,0.6057890872034648,0.05824357965887851,4480,0.7136431165401124,0.7303427974028832,0.7378095551172474,0.7319745781284243,0.725126013587552,0.7277792121552439,0.00814431712037284,1.2013739229191605
20,0.0655548095703125,0.006941455440214958,0.005701398849487305,0.0009571397831247101,1,2,60,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 60}",0.6479791395045632,0.5375923511516731,0.5930592396109637,0.6282051282051282,0.6204686118479222,0.6054608940640501,0.038236822894448644,4486,0.730191482337405,0.7405909541102674,0.7486850756081525,0.7473153626999781,0.7249068595222441,0.7383379468556095,0.009375415739654594,1.2194643024748393
21,0.07432050704956054,0.004395097489723979,0.006484317779541016,0.0014518994078150742,1,2,70,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 70}",0.6323337679269883,0.5206431986093003,0.6198054818744474,0.6498673740053051,0.6169319186560566,0.6079163482144195,0.045156026401575546,4443,0.7290359854737538,0.7421591284252227,0.7484111330265176,0.7359330484330484,0.7260026298487837,0.7363083850414652,0.008245543888256499,1.2112001712146097
22,0.09137053489685058,0.0075109169791253635,0.007540607452392578,0.0012008272682433197,1,2,80,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 80}",0.5853976531942634,0.5632333767926988,0.627763041556145,0.658709106984969,0.6441202475685234,0.6158446852193199,0.03598300940926023,4310,0.6879883349840431,0.747771541762958,0.7436719263642342,0.7291803637957485,0.705292570677186,0.722780947516834,0.022883551027015975,1.1736416094253228
23,0.1003840446472168,0.004566217916282377,0.008801412582397462,0.0014671952169896725,1,2,90,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 90}",0.5962624945675793,0.5697522816166884,0.6078691423519009,0.6657824933687002,0.6213527851458887,0.6122038394101514,0.031715693910597996,4373,0.7304390888081875,0.7277429294596677,0.7592044707429323,0.7664913434144203,0.7201402586017971,0.740803618205401,0.018457681819603094,1.2100603924979518
24,0.10848932266235352,0.008582899173278051,0.008913373947143555,0.001402528474909335,1,2,100,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 100}",0.5919165580182529,0.5084745762711864,0.6047745358090186,0.6326259946949603,0.6304155614500442,0.5936414452486926,0.04528233039659699,4643,0.730714207109057,0.7197920105645427,0.7480824019285557,0.7762436993206225,0.7205237782160858,0.7390712194277728,0.02120627169605698,1.244979145817819
25,0.11181259155273438,0.00669613770874071,0.009702253341674804,0.0016854813045749431,1,2,110,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 110}",0.6032159930465015,0.5302042590178184,0.6043324491600354,0.6330680813439434,0.623342175066313,0.5988325915269224,0.03614443003875483,4592,0.7026246285902938,0.7321998459337515,0.7512601358755205,0.7840510628972167,0.7381930747315364,0.7416657496056638,0.026512031095192942,1.2385193459737067
26,0.12588577270507811,0.006712355413701733,0.010203027725219726,0.0015548306116415908,1,2,120,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 120}",0.6171229900043459,0.49934810951760106,0.6259946949602122,0.647656940760389,0.6317418213969938,0.6043729113279084,0.05344686982653592,4499,0.7115934851986354,0.7320897986134038,0.7367137847907079,0.7329059829059829,0.7421926364234057,0.7310991375864272,0.0103856300148534,1.20968217450395
27,0.1269975185394287,0.003819556382228777,0.009303712844848632,0.0020635651687024533,1,2,130,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 130}",0.6175575836592786,0.4989135158626684,0.5893015030946065,0.625552608311229,0.6255526083112289,0.5913755638478022,0.0481148021788135,4662,0.7208924837680203,0.7566028392208649,0.7484933158010081,0.7221674337058952,0.7461374095989481,0.7388586964189472,0.014574245832585623,1.249389967369537
28,0.1365898609161377,0.005777995239269898,0.011287307739257813,0.0013286013512643564,1,2,140,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 140}",0.6010430247718384,0.5484571925249893,0.5910698496905393,0.6454465075154731,0.6423519009725907,0.6056736950950862,0.03587648524818535,4483,0.7184439308902828,0.7580059425552987,0.764518956826649,0.7508492220030683,0.7441102344948499,0.7471856573540298,0.015915329806583382,1.2336438967136045
29,0.160075044631958,0.013566063620717352,0.012686347961425782,0.0019381851082675588,1,2,150,"{'max_depth': 1, 'max_features': 2, 'n_estimators': 150}",0.6088657105606258,0.5410691003911343,0.6308576480990274,0.5977011494252874,0.6370468611847921,0.6031080939321735,0.03415581823588028,4522,0.759243974909211,0.7582810608561681,0.7575334209949596,0.7782434801665572,0.7298926145079991,0.7566389102869789,0.01544282970936893,1.2545660021801528
30,0.010618019104003906,0.0016401616522023826,0.0017026424407958984,0.0003059543646644069,1,3,10,"{'max_depth': 1, 'max_features': 3, 'n_estimators': 10}",0.5273794002607562,0.5267275097783573,0.5607869142351901,0.558576480990274,0.5141467727674625,0.5375234156064079,0.018710114862871725,4724,0.6463491801474635,0.672925608011445,0.6934719482796405,0.67517258382643,0.6805966469428008,0.6737031934415559,0.015422899594562542,1.253346689430295
31,0.021704912185668945,0.0031472195517252477,0.002867317199707031,0.00042052032428080015,1,3,20,"{'max_depth': 1, 'max_features': 3, 'n_estimators': 20}",0.6073446327683616,0.4984789222077357,0.6160477453580901,0.5915119363395226,0.5828912466843501,0.579254896671612,0.04202609451727767,4702,0.6783179267084847,0.7321448222735776,0.7083744247205785,0.7188664255971949,0.7134560596099058,0.7102319317819483,0.01781616291857918,1.2261129528001022
